doi,title,year,authors_str
10.1056/NEJMc2001468,Transmission of 2019-nCoV Infection from an Asymptomatic Contact in Germany,2020,Camilla Rothe; Mirjam Schunk; Peter Sothmann; Gisela Bretzel; Guenter Froeschl; Claudia Wallrauch; Thorbjörn Zimmer; Verena Thiel; Christian Janke; Wolfgang Guggemos; Michael Seilmaier; Christian Drosten; Patrick Vollmar; Katrin Zwirglmaier; Sabine Zange; Roman Wölfel; Michael Hoelscher
10.3389/fgene.2019.00865,The Interplay of Human and Mycobacterium Tuberculosis Genomic Variability,2019,Wilian Correa-Macedo; Geison Cambri; Erwin Schurr
10.1128/mBio.01467-18,ORBIT: a New Paradigm for Genetic Engineering of Mycobacterial Chromosomes,2018,Kenan C. Murphy; Samantha J. Nelson; Subhalaxmi Nambi; Kadamba Papavinasasundaram; Christina E. Baer; Christopher M. Sassetti
10.1007/s00213-009-1665-6,Decreased levels of serum brain-derived neurotrophic factor in drug-naïve first-episode schizophrenia: relationship to clinical phenotypes,2009,Da Chun Chen; Jing Wang; Bo Wang; Sheng Chang Yang; Chong Xi Zhang; You Lan Zheng; Yan Li Li; Ning Wang; Ke Bing Yang; Mei Hong Xiu; Thomas R. Kosten; Xiang Yang Zhang
10.1109/JSTARS.2016.2595624,Comparison and Evaluation of Different MODIS Aerosol Optical Depth Products Over the Beijing-Tianjin-Hebei Region in China,2017,Jing Wei; Lin Sun
10.1046/j.1462-5822.2004.00368.x,Production of phthiocerol dimycocerosates protects Mycobacterium tuberculosis from the cidal activity of reactive nitrogen intermediates produced by macrophages and modulates the early immune response to infection,2004,Cecile Rousseau; Nathalie Winter; Elisabeth Pivert; Yann Bordat; Olivier Neyrolles; Patrick Ave; Michel Huerre; Brigitte Gicquel; Mary Jackson
10.1084/jem.20121090,A novel role of sphingosine 1-phosphate receptor S1pr1 in mouse thrombopoiesis,2012,Lin Zhang; Martin Orban; Michael Lorenz; Verena Barocke; Daniel Braun; Nicole Urtz; Christian Schulz; Marie-Luise von Brühl; Anca Tirniceriu; Florian Gaertner; Richard L. Proia; Thomas Graf; Steffen-Sebastian Bolz; Eloi Montanez; Marco Prinz; Alexandra Müller; Louisa von Baumgarten; Andreas Billich; Michael Sixt; Reinhard Fässler; Ulrich H. von Andrian; Tobias Junt; Steffen Massberg
10.1186/1471-2091-11-35,"Molecular characterization of tlyA gene product, Rv1694 of Mycobacterium tuberculosis: A non-conventional hemolysin and a ribosomal RNA methyl transferase",2010,Aejazur Rahman; Saumya S Srivastava; Amita Sneh; Neesar Ahmed; Musti V Krishnasastry
10.1046/j.1365-2958.2003.03473.x,Identification and macrophage‐activating activity of glycolipids released from intracellular <i> Mycobacterium bovis</i> BCG,2003,E. Rhoades; F‐. F. Hsu; J. B. Torrelles; J. Turk; D. Chatterjee; D. G. Russell
10.4317/jced.51613,The effect of surface treatment with Er:YAG laser on shear bond strength of orthodontic brackets to fiber-reinforced composite,2014,M Dehghani; F. Ahrari
10.1038/s41598-017-12718-4,Dissecting the mycobacterial cell envelope and defining the composition of the native mycomembrane,2017,Laura Chiaradia; Cyril Lefebvre; Julien Parra; Julien Marcoux; Odile Burlet-Schiltz; Gilles Etienne; Maryelle Tropis; Mamadou Daffé
10.3389/fnins.2019.00274,Childhood Trauma in Schizophrenia: Current Findings and Research Perspectives,2019,David Popovic; Andrea Schmitt; Lalit Kaurani; Fanny Senner; Sergi Papiol; Berend Malchow; Andre Fischer; Thomas G. Schulze; Nikolaos Koutsouleris; Peter Falkai
10.1038/s41586-019-1915-7,Host-mediated ubiquitination of a mycobacterial protein suppresses immunity,2020,Lin Wang; Juehui Wu; Jun Li; Hua Yang; Tianqi Tang; Haijiao Liang; Mianyong Zuo; Jie Wang; Haipeng Liu; Feng Liu; Jianxia Chen; Zhonghua Liu; Yang Wang; Cheng Peng; Xiangyang Wu; Ruijuan Zheng; Xiaochen Huang; Yajun Ran; Zihe Rao; Baoxue Ge
10.3390/jcm12082846,A Randomized Placebo-Controlled Study of a Transcranial Photobiomodulation Helmet in Parkinson’s Disease: Post-Hoc Analysis of Motor Outcomes,2023,Claire McGee; Ann Liebert; Brian Bicknell; Vincent Pang; Vivian Isaac; Craig S. McLachlan; Hosen Kiat; Geoffrey Herkes
10.1037/a0035682,"“My Baby &amp; Me”: Effects of an early, comprehensive parenting intervention on at-risk mothers and their children.",2014,Cathy L. Guttentag; Susan H. Landry; Jeffrey M. Williams; Kathleen M. Baggett; Christine W. Noria; John G. Borkowski; Paul R. Swank; Jaelyn R. Farris; April Crawford; Robin G. Lanzi; Judith J. Carta; Steven F. Warren; Sharon L. Ramey
10.1038/sj.icb.7100117,"<i>Mycobacterium tuberculosis</i> secretory proteins CFP‐10, ESAT‐6 and the CFP10:ESAT6 complex inhibit lipopolysaccharide‐induced NF‐κB transactivation by downregulation of reactive oxidative species (ROS) production",2008,Niladri Ganguly; Pham H Giang; Chitra Gupta; Sandip K Basu; Imran Siddiqui; Dinakar M Salunke; Pawan Sharma
10.1037/dev0000208,Observed parent behaviors as time-varying moderators of problem behaviors following traumatic brain injury in young children.,2016,Amery Treble-Barna; Huaiyu Zang; Nanhua Zhang; H. Gerry Taylor; Terry Stancin; Keith Owen Yeates; Shari L. Wade
10.1016/j.pmrj.2011.05.016,Caregiver Ratings of Long‐term Executive Dysfunction and Attention Problems After Early Childhood Traumatic Brain Injury: Family Functioning Is Important,2011,Brad G. Kurowski; H. Gerry Taylor; Keith Owen Yeates; Nicolay C. Walz; Terry Stancin; Shari L. Wade
10.1099/00221287-134-7-2049,"Distribution of Phthiocerol Diester, Phenolic Mycosides and Related Compounds in Mycobacteria",1988,M. Daffe; M. A. Laneelle
10.1016/j.jocn.2020.05.016,"Facial diplegia, a possible atypical variant of Guillain-Barré Syndrome as a rare neurological complication of SARS-CoV-2",2020,David Salomón Juliao Caamaño; Rubén Alonso Beato
10.1017/S0954579498001709,"Multiple risk factors in the development of externalizing behavior problems: Group and
individual differences",1998,KIRBY DEATER–DECKARD; KENNETH A. DODGE; JOHN E. BATES; GREGORY S. PETTIT
10.1111/gbb.12546,BDNF<sup>+/−</sup> rats exhibit depressive phenotype and altered expression of genes relevant in mood disorders,2019,Lena‐Sophie Martis; Ove Wiborg; Megan C. Holmes; Anjanette P. Harris
10.1016/j.febslet.2014.12.015,Phosphorylation control of protein tyrosine phosphatase A activity in <i>Mycobacterium tuberculosis</i>,2015,Peifu Zhou; Wu Li; Dennis Wong; Jianping Xie; Yossef Av-Gay
10.1093/jpepsy/jsp100,Does Early Age at Brain Insult Predict Worse Outcome? Neuropsychological Implications,2010,V. Anderson; R. Jacobs; M. Spencer-Smith; L. Coleman; P. Anderson; J. Williams; M. Greenham; R. Leventer
10.3389/fpsyt.2020.00031,BDNF Serum Levels are Associated With White Matter Microstructure in Schizophrenia - A Pilot Study,2020,Christine Hammans; Kristina Neugebauer; Vinod Kumar; Lea Mevissen; Melanie A. Sternkopf; Ana Novakovic; Tobias Wensing; Ute Habel; Ted Abel; Thomas Nickl-Jockschat
10.1111/j.1440-1819.2010.02113.x,Brain‐derived neurotrophic factor as a biomarker for mood disorders: An historical overview and future directions,2010,Kenji Hashimoto
10.1038/s41589-019-0336-0,Mycobacterium tuberculosis releases an antacid that remodels phagosomes,2019,Jeffrey Buter; Tan-Yun Cheng; Marwan Ghanem; Anita E. Grootemaat; Sahadevan Raman; Xinxin Feng; Ashmir R. Plantijn; Thomas Ennis; Joyce Wang; Rachel N. Cotton; Emilie Layre; Alexandrea K. Ramnarine; Jacob A. Mayfield; David C. Young; Amanda Jezek Martinot; Noman Siddiqi; Shoko Wakabayashi; Helene Botella; Roger Calderon; Megan Murray; Sabine Ehrt; Barry B. Snider; Michael B. Reed; Eric Oldfield; Shumin Tan; Eric J. Rubin; Marcel A. Behr; Nicole N. van der Wel; Adriaan J. Minnaard; D. Branch Moody
10.1371/journal.pone.0070514,Secreted Acid Phosphatase (SapM) of Mycobacterium tuberculosis Is Indispensable for Arresting Phagosomal Maturation and Growth of the Pathogen in Guinea Pig Tissues,2013,Rupangi Verma Puri; P. Vineel Reddy; Anil K. Tyagi
10.1016/j.acn.2005.02.005,Preschool children with mild to moderate traumatic brain injury: An exploration of immediate and post-acute morbidity,2005,S GOLDSTROHM; S ARFFA
10.1037/abn0000326,Cognition and community functioning in schizophrenia: The nature of the relationship.,2018,Susan S. Kuo; Laura Almasy; Ruben C. Gur; Konasale Prasad; David R. Roalf; Raquel E. Gur; Vishwajit L. Nimgaonkar; Michael F. Pogue-Geile
10.1186/s12888-019-2231-3,Serum BDNF and GDNF in Chinese male patients with deficit schizophrenia and their relationships with neurocognitive dysfunction,2019,Xiaowei Tang; Chao Zhou; Ju Gao; Weiwei Duan; Miao Yu; Wenhuan Xiao; Xiaobin Zhang; Hui Dong; Xiang Wang; Xiangrong Zhang
10.1016/j.pscychresns.2014.08.002,Cingulum bundle diffusivity and delusions of reference in first episode and chronic schizophrenia,2014,Jennifer Fitzsimmons; Jason S. Schneiderman; Thomas J. Whitford; Tali Swisher; Margaret A. Niznikiewicz; Paula E. Pelavin; Douglas P. Terry; Raquelle I. Mesholam-Gately; Larry J. Seidman; Jill M. Goldstein; Marek Kubicki
10.5152/dir.2017.16519,A combined VBM and DTI study of schizophrenia: bilateral decreased insula volume and cerebral white matter disintegrity corresponding to subinsular white matter projections unlinked to clinical symptomatology,2017,Aslihan Onay; Hale Yapici Eser; Cigdem Ulasoglu Yildiz; Selcuk Aslan; Erhan Turgut Tali
10.3390/nu13041095,"The Effect of Omega-3 Fatty Acids on Thromboxane, Brain-Derived Neurotrophic Factor, Homocysteine, and Vitamin D in Depressive Children and Adolescents: Randomized Controlled Trial",2021,Zuzana Paduchová; Barbora Katrenčíková; Magdaléna Vaváková; Lucia Laubertová; Zuzana Nagyová; Iveta Garaiova; Zdenka Ďuračková; Jana Trebatická
10.4317/jced.51254,Microleakage and shear bond strength of orthodontc brackets bonded to hypomineralized enamel following different surface preparations,2014,M. Shahabi; F. Ahrari; H. Mohamadipour; H. Moosavi
10.1073/pnas.0503272102,"Genome-wide requirements for
            <i>Mycobacterium tuberculosis</i>
            adaptation and survival in macrophages",2005,Jyothi Rengarajan; Barry R. Bloom; Eric J. Rubin
10.1016/j.pscychresns.2017.09.014,White matter and schizophrenia: A meta-analysis of voxel-based morphometry and diffusion tensor imaging studies,2017,Enrico Vitolo; Mona Karina Tatu; Claudia Pignolo; Franco Cauda; Tommaso Costa; Agata Ando’; Alessandro Zennaro
10.1038/nature12566,The ubiquitin ligase parkin mediates resistance to intracellular pathogens,2013,Paolo S. Manzanillo; Janelle S. Ayres; Robert O. Watson; Angela C. Collins; Gianne Souza; Chris S. Rae; David S. Schneider; Ken Nakamura; Michael U. Shiloh; Jeffery S. Cox
10.1021/acs.est.9b03258,Satellite-Derived 1-km-Resolution PM<sub>1</sub> Concentrations from 2014 to 2018 across China,2019,Jing Wei; Zhanqing Li; Jianping Guo; Lin Sun; Wei Huang; Wenhao Xue; Tianyi Fan; Maureen Cribb
10.1016/j.mayocp.2020.05.029,Guillain-Barré Syndrome in a Patient With Evidence of Recent SARS-CoV-2 Infection,2020,Elie Naddaf; Ruple S. Laughlin; Christopher J. Klein; Michel Toledano; Elitza S. Theel; Matthew J. Binnicker; Vijayalakshmi Nagappan; Mahdouh Abdulrazzak; David M. Phelan
10.1155/2018/4687380,<i>SP110</i>Polymorphisms Are Genetic Markers for Vulnerability to Latent and Active Tuberculosis Infection in Taiwan,2018,So-Yi Chang; Mei-Ling Chen; Meng-Rui Lee; Yun-Chieh Liang; Tzu-Pin Lu; Jann-Yuan Wang; Bo-Shiun Yan
10.1093/database/baw144,"On-the-fly selection of cell-specific enhancers, genes, miRNAs and
                    proteins across the human body using SlideBase",2016,Hans Ienasescu; Kang Li; Robin Andersson; Morana Vitezic; Sarah Rennie; Yun Chen; Kristoffer Vitting-Seerup; Emil Lagoni; Mette Boyd; Jette Bornholdt; Michiel J. L. de Hoon; Hideya Kawaji; Timo Lassmann; Yoshihide Hayashizaki; Alistair R. R. Forrest; Piero Carninci; Albin Sandelin
10.1016/j.molcel.2006.05.044,Capreomycin Binds across the Ribosomal Subunit Interface Using tlyA-Encoded 2′-O-Methylations in 16S and 23S rRNAs,2006,Shanna K. Johansen; Courtney E. Maus; Bonnie B. Plikaytis; Stephen Douthwaite
10.1128/microbiolspec.MGM2-0006-2013,"<i>Mycobacterium tuberculosis</i>
            Serine/Threonine Protein Kinases",2014,Sladjana Prisic; Robert N. Husson
10.1126/science.1099384,Protein Kinase G from Pathogenic Mycobacteria Promotes Survival Within Macrophages,2004,Anne Walburger; Anil Koul; Giorgio Ferrari; Liem Nguyen; Cristina Prescianotto-Baschong; Kris Huygen; Bert Klebl; Charles Thompson; Gerald Bacher; Jean Pieters
10.3389/fcimb.2014.00173,Playing hide-and-seek with host macrophages through the use of mycobacterial cell envelope phthiocerol dimycocerosates and phenolic glycolipids,2014,Ainhoa Arbues; GeanCarlo Lugo-Villarino; Olivier Neyrolles; Christophe Guilhot; Catherine Astarie-Dequeker
10.5194/acp-19-5165-2019,Contribution and uncertainty of sectorial and regional emissions to regional and global PM<sub>2.5</sub> health impacts,2019,Monica Crippa; Greet Janssens-Maenhout; Diego Guizzardi; Rita Van Dingenen; Frank Dentener
10.5194/amt-11-5741-2018,MODIS Collection 6 MAIAC algorithm,2018,Alexei Lyapustin; Yujie Wang; Sergey Korkin; Dong Huang
10.1159/000028956,Recovery of Intellectual Ability following Traumatic Brain Injury in Childhood: Impact of Injury Severity and Age at Injury,2000,Vicki Anderson; Cathy Catroppa; Sue Morse; Flora Haritou; Jeffrey Rosenfeld
10.1001/jamaneurol.2018.1058,"Clinical Features of Guillain-Barré Syndrome With vs Without Zika Virus Infection, Puerto Rico, 2016",2018,Emilio Dirlikov; Chelsea G. Major; Nicole A. Medina; Roberta Lugo-Robles; Desiree Matos; Jorge L. Muñoz-Jordan; Candimar Colon-Sanchez; Myriam Garcia; Marangely Olivero-Segarra; Graciela Malave; Gloria M. Rodríguez-Vega; Dana L. Thomas; Stephen H. Waterman; James J. Sejvar; Carlos A. Luciano; Tyler M. Sharp; Brenda Rivera-García
10.1016/j.schres.2014.07.031,The extent of diffusion MRI markers of neuroinflammation and white matter deterioration in chronic schizophrenia,2015,Ofer Pasternak; Carl-Fredrik Westin; Brian Dahlben; Sylvain Bouix; Marek Kubicki
10.1037/a0033119,Maternal warm responsiveness and negativity following traumatic brain injury in young children.,2013,Joy M. Fairbanks; Tanya M. Brown; Amy Cassedy; H. Gerry Taylor; Keith O. Yeates; Shari L. Wade
10.1128/microbiolspec.GPP3-0027-2018,Unraveling the Structure of the Mycobacterial Envelope,2019,Mamadou Daffé; Hedia Marrakchi
10.3389/fcimb.2014.00187,Manipulation of the endocytic pathway and phagocyte functions by Mycobacterium tuberculosis lipoarabinomannan,2015,Isabelle Vergne; Martine Gilleron; JÃ©rÃ´me Nigou
10.1016/j.cell.2010.02.012,Genome-wide Analysis of the Host Intracellular Network that Regulates Survival of Mycobacterium tuberculosis,2010,Dhiraj Kumar; Lekha Nath; Md. Azhar Kamal; Ankur Varshney; Avinash Jain; Sarman Singh; Kanury V.S. Rao
10.1017/S1461145707007626,The role of oligodendrocyte pathology in schizophrenia,2007,Natalya A. Uranova; Victor M. Vostrikov; Olga V. Vikhreva; Ivetta S. Zimina; Natalya S. Kolomeets; Diana D. Orlovskaya
10.1074/jbc.M111.248732,Solution Structure of the Mycobacterium tuberculosis EsxG·EsxH Complex,2011,Dariush Ilghari; Kirsty L. Lightbody; Vaclav Veverka; Lorna C. Waters; Frederick W. Muskett; Philip S. Renshaw; Mark D. Carr
10.3390/ijerph17114034,Cognitive and Social Rehabilitation in Schizophrenia—From Neurophysiology to Neuromodulation. Pilot Study,2020,Renata Markiewicz; Beata Dobrowolska
10.1111/cmi.12214,Multiple deletions in the polyketide synthase gene repertoire of<i>Mycobacterium tuberculosis</i>reveal functional overlap of cell envelope lipids in host-pathogen interactions,2014,Charlotte Passemar; Ainhoa Arbués; Wladimir Malaga; Ingrid Mercier; Flavie Moreau; Laurence Lepourry; Olivier Neyrolles; Christophe Guilhot; Catherine Astarie-Dequeker
10.1038/mp.2010.103,The role of neurotrophic factors in autism,2011,T Nickl-Jockschat; T M Michel
10.1001/jama.2013.6750,Prevalence and Correlates of Traumatic Brain Injuries Among Adolescents,2013,Gabriela Ilie; Angela Boak; Edward M. Adlaf; Mark Asbridge; Michael D. Cusimano
10.1371/journal.pone.0018652,Regionally Specific White Matter Disruptions of Fornix and Cingulum in Schizophrenia,2011,Muhammad Farid Abdul-Rahman; Anqi Qiu; Kang Sim
10.1523/JNEUROSCI.23-17-06856.2003,Brain-Derived Neurotrophic Factor Is Required for the Maintenance of Cortical Dendrites,2003,Jessica A. Gorski; Steven R. Zeiler; Susan Tamowski; Kevin R. Jones
10.1091/mbc.e03-05-0307,<i>Mycobacterium tuberculosis</i>Phagosome Maturation Arrest: Mycobacterial Phosphatidylinositol Analog Phosphatidylinositol Mannoside Stimulates Early Endosomal Fusion,2004,Isabelle Vergne; Rutilio A. Fratti; Preston J. Hill; Jennifer Chua; John Belisle; Vojo Deretic
10.1002/cphc.201701333,Formation Mechanism of Atmospheric Ammonium Bisulfate: Hydrogen‐Bond‐Promoted Nearly Barrierless Reactions of SO<sub>3</sub> with NH<sub>3</sub> and H<sub>2</sub>O,2018,Shunwei Chen; Yanling Zhao; Ruiqin Zhang
10.1016/j.jpsychires.2013.11.004,Brain-derived neurotrophic factor levels in late-life depression and comorbid mild cognitive impairment: A longitudinal study,2014,Breno Satler Diniz; Charles F. Reynolds; Amy Begley; Mary Amanda Dew; Stewart J. Anderson; Francis Lotrich; Kirk I. Erickson; Oscar Lopez; Howard Aizenstein; Etienne L. Sibille; Meryl A. Butters
10.1128/JB.174.12.4157-4165.1992,Characterization of a major polymorphic tandem repeat in Mycobacterium tuberculosis and its potential use in the epidemiology of Mycobacterium kansasii and Mycobacterium gordonae,1992,P W Hermans; D van Soolingen; J D van Embden
10.1111/bjd.19163,"Classification of the cutaneous manifestations of
            <scp>COVID</scp>
            ‐19: a rapid prospective nationwide consensus study in Spain with 375 cases",2020,C. Galván Casas; A. Català; G. Carretero Hernández; P. Rodríguez‐Jiménez; D. Fernández‐Nieto; A. Rodríguez‐Villa Lario; I. Navarro Fernández; R. Ruiz‐Villaverde; D. Falkenhain‐López; M. Llamas Velasco; J. García‐Gavín; O. Baniandrés; C. González‐Cruz; V. Morillas‐Lahuerta; X. Cubiró; I. Figueras Nart; G. Selda‐Enriquez; J. Romaní; X. Fustà‐Novell; A. Melian‐Olivera; M. Roncero Riesco; P. Burgos‐Blasco; J. Sola Ortigosa; M. Feito Rodriguez; I. García‐Doval
10.4049/jimmunol.1801143,<i>Mycobacterium tuberculosis</i> PPE2 Protein Interacts with p67phox and Inhibits Reactive Oxygen Species Production,2019,Shruti Srivastava; Madhu Babu Battu; Mehak Zahoor Khan; Vinay Kumar Nandicoori; Sangita Mukhopadhyay
10.1016/j.schres.2019.11.050,"Methylation of glucocorticoid receptor (NR3C1), BDNF and oxytocin receptor genes in association with childhood maltreatment in schizophrenia and schizoaffective disorder",2020,V. Barker; R.M. Walker; K.L. Evans; S.M. Lawrie
10.3389/fcimb.2015.00060,Mycobacterial tlyA gene product is localized to the cell-wall without signal sequence,2015,Santosh Kumar; Ekansh Mittal; Sapna Deore; Anil Kumar; Aejazur Rahman; Musti V. Krishnasastry
10.1073/pnas.0909133107,Targeting mycobacterium protein tyrosine phosphatase B for antituberculosis agents,2010,Bo Zhou; Yantao He; Xian Zhang; Jie Xu; Yong Luo; Yuehong Wang; Scott G. Franzblau; Zhenyun Yang; Rebecca J. Chan; Yan Liu; Jianyu Zheng; Zhong-Yin Zhang
10.1016/j.pmrj.2014.04.004,Interventions for Attention Problems After Pediatric Traumatic Brain Injury: What Is the Evidence?,2014,Barynia Backeljauw; Brad G. Kurowski
10.1038/nature13595,Biological insights from 108 schizophrenia-associated genetic loci,2014,
10.1128/JB.178.2.456-461.1996,Identification of the surface-exposed lipids on the cell envelopes of Mycobacterium tuberculosis and other mycobacterial species,1996,A Ortalo-Magné; A Lemassu; M A Lanéelle; F Bardou; G Silve; P Gounon; G Marchal; M Daffé
10.1007/s12035-014-8958-4,"Brain-Derived Neurotrophic Factor in Alzheimer’s Disease: Risk, Mechanisms, and Therapy",2015,Jing-Hui Song; Jin-Tai Yu; Lan Tan
10.4049/jimmunol.1800530,Mycobacterial PknG Targets the Rab7l1 Signaling Pathway To Inhibit Phagosome–Lysosome Fusion,2018,Gourango Pradhan; Rohini Shrivastva; Sangita Mukhopadhyay
10.1080/13803395.2011.562864,Traumatic brain injury and secondary attention-deficit/hyperactivity disorder in children and adolescents: The effect of reward on inhibitory control,2011,Katia J. Sinopoli; Russell Schachar; Maureen Dennis
10.1038/mi.2011.10,Initiation and regulation of T-cell responses in tuberculosis,2011,K B Urdahl; S Shafiani; J D Ernst
10.1016/j.febslet.2004.06.073,Nucleoside diphosphate kinase of <i>Mycobacterium tuberculosis</i> acts as GTPase‐activating protein for Rho‐GTPases,2004,Puneet Chopra; Harshavardhan Koduri; Ramandeep Singh; Anil Koul; Megha Ghildiyal; Kirti Sharma; Anil K Tyagi; Yogendra Singh
10.1001/archpsyc.60.12.1187,Schizophrenia as a Complex Trait,2003,Patrick F. Sullivan; Kenneth S. Kendler; Michael C. Neale
10.1111/cmi.13008,"Distinct<scp><i>Mycobacterium marinum</i></scp>phosphatases determine pathogen vacuole phosphoinositide pattern, phagosome maturation, and escape to the cytosol",2019,Hendrik Koliwer‐Brandl; Paulina Knobloch; Caroline Barisch; Amanda Welin; Nabil Hanna; Thierry Soldati; Hubert Hilbi
10.3390/ijms18040733,Theranostic Biomarkers for Schizophrenia,2017,Matea Perkovic; Gordana Erjavec; Dubravka Strac; Suzana Uzun; Oliver Kozumplik; Nela Pivac
10.1016/j.cell.2004.11.038,Autophagy Is a Defense Mechanism Inhibiting BCG and Mycobacterium tuberculosis Survival in Infected Macrophages,2004,Maximiliano G. Gutierrez; Sharon S. Master; Sudha B. Singh; Gregory A. Taylor; Maria I. Colombo; Vojo Deretic
10.1038/mp.2014.117,Peripheral brain-derived neurotrophic factor in schizophrenia and the role of antipsychotics: meta-analysis and implications,2015,B S Fernandes; J Steiner; M Berk; M L Molendijk; A Gonzalez-Pinto; C W Turck; P Nardin; C-A Gonçalves
10.1002/jmv.26121,COVID‐19 polyradiculitis in 24 patients without SARS‐CoV‐2 in the cerebro‐spinal fluid,2021,Josef Finsterer; Fulvio A. Scorza; Ritwik Ghosh
10.1038/nrneurol.2009.75,Critical illness polyneuropathy and myopathy in the intensive care unit,2009,Wolfgang Zink; Rainer Kollmar; Stefan Schwab
10.1371/journal.ppat.1004446,The ESAT-6 Protein of Mycobacterium tuberculosis Interacts with Beta-2-Microglobulin (β2M) Affecting Antigen Presentation Function of Macrophage,2014,Gopalkrishna Sreejit; Asma Ahmed; Nazia Parveen; Vishwanath Jha; Vijaya Lakshmi Valluri; Sudip Ghosh; Sangita Mukhopadhyay
10.1371/journal.ppat.1001100,High Content Phenotypic Cell-Based Visual Screen Identifies Mycobacterium tuberculosis Acyltrehalose-Containing Glycolipids Involved in Phagosome Remodeling,2010,Priscille Brodin; Yannick Poquet; Florence Levillain; Isabelle Peguillet; Gerald Larrouy-Maumus; Martine Gilleron; Fanny Ewann; Thierry Christophe; Denis Fenistein; Jichan Jang; Mi-Seon Jang; Sei-Jin Park; Jean Rauzier; Jean-Philippe Carralot; Rachel Shrimpton; Auguste Genovesio; Jesus A. Gonzalo-Asensio; Germain Puzo; Carlos Martin; Roland Brosch; Graham R. Stewart; Brigitte Gicquel; Olivier Neyrolles
10.1016/j.jaad.2020.04.093,Characterization of acute acral skin lesions in nonhospitalized patients: A case series of 132 patients during the COVID-19 outbreak,2020,Diego Fernandez-Nieto; Juan Jimenez-Cauhe; Ana Suarez-Valle; Oscar M. Moreno-Arrones; David Saceda-Corralo; Arantxa Arana-Raja; Daniel Ortega-Quijano
10.1017/S1461145709991015,Decreased BDNF levels in CSF of drug-naive first-episode psychotic subjects: correlation with plasma BDNF and psychopathology,2010,Anilkumar Pillai; Anvita Kale; Sadhana Joshi; Nilesh Naphade; M. S. V. K. Raju; Henry Nasrallah; Sahebarao P. Mahadik
10.1038/mp.2015.27,The BDNF gene Val66Met polymorphism as a modifier of psychiatric disorder susceptibility: progress and controversy,2015,M Notaras; R Hill; M van den Buuse
10.1016/j.neuroimage.2010.12.053,BDNF gene effects on brain circuitry replicated in 455 twins,2011,Ming-Chang Chiang; Marina Barysheva; Arthur W. Toga; Sarah E. Medland; Narelle K. Hansell; Michael R. James; Katie L. McMahon; Greig I. de Zubicaray; Nicholas G. Martin; Margaret J. Wright; Paul M. Thompson
10.1017/s1461145709991015,Decreased BDNF levels in CSF of drug-naive first-episode psychotic subjects: correlation with plasma BDNF and psychopathology,2010,Anilkumar Pillai; Anvita Kale; Sadhana Joshi; Nilesh Naphade; M. S. V. K. Raju; Henry Nasrallah; Sahebarao P. Mahadik
10.1093/schbul/sbt001,Pro-/Anti-inflammatory Dysregulation in Patients With First Episode of Psychosis: Toward an Integrative Inflammatory Hypothesis of Schizophrenia,2014,Borja García-Bueno; Miquel Bioque; Karina S. Mac-Dowell; M. Fe Barcones; Monica Martínez-Cengotitabengoa; Laura Pina-Camacho; Roberto Rodríguez-Jiménez; Pilar A. Sáiz; Carmen Castro; Amalia Lafuente; Javier Santabárbara; Ana González-Pinto; Mara Parellada; Gabriel Rubio; M. Paz García-Portilla; Juan A. Micó; Miguel Bernardo; Juan C. Leza
10.1128/JB.182.19.5425-5432.2000,"Cloning and Characterization of Secretory Tyrosine Phosphatases of
            <i>Mycobacterium tuberculosis</i>",2000,Anil Koul; Axel Choidas; Martin Treder; Anil K. Tyagi; Karl Drlica; Yogendra Singh; Axel Ullrich
10.1016/j.jpsychires.2005.05.005,A review of diffusion tensor imaging studies in schizophrenia,2007,M KUBICKI; R MCCARLEY; C WESTIN; H PARK; S MAIER; R KIKINIS; F JOLESZ; M SHENTON
10.1016/j.envpol.2016.06.002,Source apportionment of fine and coarse particles at a roadside and urban background site in London during the 2012 summer ClearfLo campaign,2017,Leigh R. Crilley; Franco Lucarelli; William J. Bloss; Roy M. Harrison; David C. Beddows; Giulia Calzolai; Silvia Nava; Gianluigi Valli; Vera Bernardoni; Roberta Vecchi
10.1016/j.bbcan.2021.188597,Inhibiting homologous recombination by targeting RAD51 protein,2021,A. Demeyer; H. Benhelli-Mokrani; B. Chénais; P. Weigel; F. Fleury
10.1186/1752-0509-8-S4-S11,cytoHubba: identifying hub objects and sub-networks from complex interactome,2014,Chia-Hao Chin; Shu-Hwa Chen; Hsin-Hung Wu; Chin-Wen Ho; Ming-Tat Ko; Chung-Yen Lin
10.1073/pnas.1400136111,"An outer membrane channel protein of
            <i>Mycobacterium tuberculosis</i>
            with exotoxin activity",2014,Olga Danilchanka; Jim Sun; Mikhail Pavlenok; Christian Maueröder; Alexander Speer; Axel Siroy; Joeli Marrero; Carolina Trujillo; David L. Mayhew; Kathryn S. Doornbos; Luis E. Muñoz; Martin Herrmann; Sabine Ehrt; Christian Berens; Michael Niederweis
10.9778/cmajo.20230046,"Neighbourhood deprivation, distance to nearest comprehensive stroke centre and access to endovascular thrombectomy for ischemic stroke: a population-based study",2023,Matthew E. Eagles; Reed F. Beall; David Ben-Israel; John H. Wong; Michael D. Hill; Eldon Spackman
